X1,X2,Y
0.5175879396984926,-0.5678391959798995,1
0.5276381909547738,-0.18592964824120606,1
0.5376884422110553,-0.3467336683417085,1
0.5477386934673367,-0.24623115577889443,1
0.5577889447236182,0.48743718592964824,0
0.5678391959798996,0.5276381909547738,0
0.5778894472361809,0.8391959798994975,0
0.5879396984924623,-0.4170854271356784,1
0.5979899497487438,0.18592964824120606,0
0.6080402010050252,-0.07537688442211055,1
0.6180904522613067,-0.7386934673366834,1
0.6281407035175879,0.6783919597989949,0
0.6381909547738693,0.6984924623115578,0
0.6482412060301508,-0.15577889447236182,1
0.6582914572864322,-0.5577889447236181,1
0.6683417085427137,0.8894472361809045,0
0.6783919597989949,-0.6080402010050251,1
0.6884422110552764,-0.9195979899497487,1
0.6984924623115578,-0.085427135678392,1
0.7085427135678393,0.8190954773869348,0
0.7185929648241207,-0.3065326633165829,1
0.728643216080402,-0.6984924623115578,1
0.7386934673366834,-0.29648241206030146,1
0.7487437185929648,-0.26633165829145733,1
0.7587939698492463,-0.8291457286432161,1
0.7688442211055277,-0.8492462311557789,1
0.778894472361809,0.37688442211055273,0
0.7889447236180904,0.9296482412060301,0
0.7989949748743719,-0.10552763819095479,1
0.8090452261306533,0.16582914572864316,0
0.8190954773869348,-0.35678391959798994,1
0.829145728643216,0.4070351758793971,0
0.8391959798994975,0.0653266331658291,0
0.8492462311557789,0.33668341708542715,0
0.8592964824120604,-0.015075376884422065,1
0.8693467336683418,-0.40703517587939697,1
0.879396984924623,-0.9296482412060302,1
0.8894472361809045,-0.1758793969849246,1
0.8994974874371859,0.9899497487437185,0
0.9095477386934674,-0.3869346733668342,1
0.9195979899497488,0.879396984924623,0
0.9296482412060301,-0.7989949748743719,1
0.9396984924623115,0.6180904522613067,0
0.949748743718593,0.7386934673366834,0
0.9597989949748744,0.07537688442211055,0
0.9698492462311559,-0.035175879396984966,1
0.9798994974874373,0.35678391959799005,0
0.9899497487437185,0.949748743718593,0
1.0,0.9095477386934674,0
